;Col;Lag
Col;TP;FP
Lag;FN;TN

Teste:
;Col;Lag
Col;520;207
Lag;180;793

0.742857;0.207000
0.257143;0.793000

Treino:
;Col;Lag
Col;4739;1811
Lag;1561;7189

0.752222;0.201222
0.247778;0.798778

Teste:
;Col;Lag
Col;518;206
Lag;182;794

0.740000;0.206000
0.260000;0.794000

Treino:
;Col;Lag
Col;4732;1806
Lag;1568;7194

0.751111;0.200667
0.248889;0.799333

Teste:
;Col;Lag
Col;520;205
Lag;180;795

0.742857;0.205000
0.257143;0.795000

Treino:
;Col;Lag
Col;4734;1799
Lag;1566;7201

0.751429;0.199889
0.248571;0.800111

Teste:
;Col;Lag
Col;525;210
Lag;175;790

0.750000;0.210000
0.250000;0.790000

Treino:
;Col;Lag
Col;4741;1806
Lag;1559;7194

0.752540;0.200667
0.247460;0.799333

Teste:
;Col;Lag
Col;515;205
Lag;185;795

0.735714;0.205000
0.264286;0.795000

Treino:
;Col;Lag
Col;4731;1810
Lag;1569;7190

0.750952;0.201111
0.249048;0.798889

Teste:
;Col;Lag
Col;521;207
Lag;179;793

0.744286;0.207000
0.255714;0.793000

Treino:
;Col;Lag
Col;4735;1807
Lag;1565;7193

0.751587;0.200778
0.248413;0.799222

Teste:
;Col;Lag
Col;520;209
Lag;180;791

0.742857;0.209000
0.257143;0.791000

Treino:
;Col;Lag
Col;4743;1802
Lag;1557;7198

0.752857;0.200222
0.247143;0.799778

Teste:
;Col;Lag
Col;524;208
Lag;176;792

0.748571;0.208000
0.251429;0.792000

Treino:
;Col;Lag
Col;4728;1807
Lag;1572;7193

0.750476;0.200778
0.249524;0.799222

Teste:
;Col;Lag
Col;511;205
Lag;189;795

0.730000;0.205000
0.270000;0.795000

Treino:
;Col;Lag
Col;4738;1808
Lag;1562;7192

0.752063;0.200889
0.247937;0.799111

Teste:
;Col;Lag
Col;516;212
Lag;184;788

0.737143;0.212000
0.262857;0.788000

Treino:
;Col;Lag
Col;4733;1800
Lag;1567;7200

0.751270;0.200000
0.248730;0.800000

Teste:
;Col;Lag
Col;516;209
Lag;184;791

0.737143;0.209000
0.262857;0.791000

Treino:
;Col;Lag
Col;4725;1799
Lag;1575;7201

0.750000;0.199889
0.250000;0.800111

Teste:
;Col;Lag
Col;520;210
Lag;180;790

0.742857;0.210000
0.257143;0.790000

Treino:
;Col;Lag
Col;4728;1807
Lag;1572;7193

0.750476;0.200778
0.249524;0.799222

Teste:
;Col;Lag
Col;515;210
Lag;185;790

0.735714;0.210000
0.264286;0.790000

Treino:
;Col;Lag
Col;4746;1808
Lag;1554;7192

0.753333;0.200889
0.246667;0.799111

Teste:
;Col;Lag
Col;522;214
Lag;178;786

0.745714;0.214000
0.254286;0.786000

Treino:
;Col;Lag
Col;4735;1803
Lag;1565;7197

0.751587;0.200333
0.248413;0.799667

Teste:
;Col;Lag
Col;516;217
Lag;184;783

0.737143;0.217000
0.262857;0.783000

Treino:
;Col;Lag
Col;4737;1807
Lag;1563;7193

0.751905;0.200778
0.248095;0.799222

Teste:
;Col;Lag
Col;517;215
Lag;183;785

0.738571;0.215000
0.261429;0.785000

Treino:
;Col;Lag
Col;4716;1799
Lag;1584;7201

0.748571;0.199889
0.251429;0.800111

Teste:
;Col;Lag
Col;514;207
Lag;186;793

0.734286;0.207000
0.265714;0.793000

Treino:
;Col;Lag
Col;4719;1802
Lag;1581;7198

0.749048;0.200222
0.250952;0.799778

Teste:
;Col;Lag
Col;523;214
Lag;177;786

0.747143;0.214000
0.252857;0.786000

Treino:
;Col;Lag
Col;4732;1810
Lag;1568;7190

0.751111;0.201111
0.248889;0.798889

Teste:
;Col;Lag
Col;518;206
Lag;182;794

0.740000;0.206000
0.260000;0.794000

Treino:
;Col;Lag
Col;4737;1788
Lag;1563;7212

0.751905;0.198667
0.248095;0.801333

Teste:
;Col;Lag
Col;519;212
Lag;181;788

0.741429;0.212000
0.258571;0.788000

Treino:
;Col;Lag
Col;4739;1805
Lag;1561;7195

0.752222;0.200556
0.247778;0.799444

